experiment,reply_size,layers,tau,optimizer,advantage,max_steps,activation,batch_size,totalsteps,exploration,vanish,gamma,hidden_size,train_repeat,batch_norm,seed,rwrdschem,svision,details,tr_count,tr_TR,tr_TT,tr_TS,ts_count,ts_TR,ts_TT,ts_TS,tr_s,ts_s,tr_AR,tr_AS,ts_AR,ts_AS,tr_SMD,tr_SM,tr_RMD,tr_RM,ts_SMD,ts_SM,ts_RMD,ts_RM
498,100000,1,0.001,adam,max,1000,tanh,32,6000000,1.0,0.75,0.99,100,1,False,5423,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 3",316096,315408000,41909,6000000,31610,31400877,4445,661222,0.9997216035634744,0.9954761151534324,997.8234460417087,18.981575217655397,993.3842771274913,20.91812717494464,10.0,11.127257891027785,999.0,998.8724379659508,9.0,10.426526222090349,999.1,998.9573473777907
499,100000,1,0.001,adam,max,1000,tanh,32,6000000,1.0,0.75,0.99,100,1,False,6654,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 3",318301,317635998,42067,6000018,31831,31654346,4241,636539,0.9997957907766548,0.9964500015707958,997.9107762778,18.850138705187856,994.4502528981185,19.99745531086048,10.0,11.085781433607519,999.0,998.8914218566392,9.0,10.291457286432161,999.1,998.9708542713568
500,100000,1,0.001,adam,max,1000,tanh,32,6000000,1.0,0.75,0.99,100,1,False,9111,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 3",314820,314147999,41891,6000010,31483,31307091,4232,629089,0.9997712978845056,0.9964107613632754,997.8654437456323,19.058541388730067,994.4125718641808,19.98186322777372,10.0,11.223243946966749,999.0,998.862711369826,9.0,10.322061793970224,999.1,998.967793820603
501,100000,1,0.001,adam,max,1000,tanh,32,6000000,1.0,0.75,0.99,100,1,False,1122,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 3",315757,315078999,41802,6000007,31576,31359804,4547,691953,0.9997529745975544,0.9953445654927792,997.8527760271347,19.001976203219566,993.1531542944008,21.91389029642767,10.0,11.133640621404767,999.0,998.8643686863063,9.0,10.661471090328806,999.1,998.9338528909673
502,100000,1,0.001,adam,max,1000,tanh,32,6000000,1.0,0.75,0.99,100,1,False,1337,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 3",314313,313648999,36271,6000002,31432,31259037,3417,629625,0.9997963813141676,0.9965003817765334,997.887452952948,19.089258159859764,994.4972321201325,20.031337490455588,10.0,11.173682446273604,999.0,998.8826317553728,9.0,10.70408163265306,999.1,998.7806271413672
503,100000,1,0.001,adam,max,1000,tanh,32,6000000,1.0,0.75,0.99,100,1,False,1111,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 4",322549,321880999,39508,6000005,32255,32099858,3610,601418,0.9997891793184912,0.9970547201984188,997.9289937342853,18.601840340537407,995.190141063401,18.64572934428771,10.0,10.998386907555142,999.0,998.9001613092444,9.0,10.124495930786717,999.1,998.9875504069213
504,100000,1,0.001,adam,max,1000,tanh,32,6000000,1.0,0.75,0.99,100,1,False,4444,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 4",320811,320122999,39425,6000006,32082,31900079,3707,629210,0.9997256951912497,0.9962907549404648,997.8554320144884,18.70261929921356,994.3294994077677,19.61255532697463,10.0,10.955681179108513,999.0,998.89712818715,9.0,10.350544073614257,999.1,998.818885561966
505,100000,1,0.001,adam,max,1000,tanh,32,6000000,1.0,0.75,0.99,100,1,False,5423,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 4",318677,318007999,39188,6000001,31868,31688467,3672,615324,0.9997834798243992,0.9962972260574872,997.9006925507646,18.827844494582287,994.3663549642274,19.30852265595582,10.0,11.017679679753204,999.0,998.8982320320247,9.0,10.262871832537645,999.1,998.9737128167462
506,100000,1,0.001,adam,max,1000,tanh,32,6000000,1.0,0.75,0.99,100,1,False,6654,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 4",325066,324407998,43653,6000014,32507,32328017,7044,609829,0.9998215746956004,0.996370012612668,997.975789531972,18.457833178492987,994.4940166733321,18.75992863075645,10.0,10.884824428367207,999.0,998.9115175571633,9.0,10.101073864460895,999.1,998.9173342040344
507,100000,1,0.001,adam,max,1000,tanh,32,6000000,1.0,0.75,0.99,100,1,False,9111,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 4",319437,318767999,53381,6000007,31944,31774245,7209,617547,0.9997839949661436,0.9966190833959429,997.905687193406,18.783068335853397,994.685856498873,19.33217505634861,10.0,11.008975949153411,999.0,998.8991024050847,9.0,10.215103478643767,999.1,998.9784896521356
508,100000,1,0.001,adam,max,1000,tanh,32,6000000,1.0,0.75,0.99,100,1,False,1122,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 4",317323,316651999,44284,6000001,31733,31537281,7084,647184,0.9997762532183296,0.9958718053761068,997.8854321936954,18.90818188407396,993.8323196672234,20.39466801121861,10.0,11.052847205847677,999.0,998.8799781891064,9.0,10.21035956380784,999.1,998.9789640436193
509,100000,1,0.001,adam,max,1000,tanh,32,6000000,1.0,0.75,0.99,100,1,False,1337,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 4",319345,318653999,42535,6000009,31935,31778873,6030,591266,0.999715041726033,0.9969625802411148,997.8361928322032,18.78848580688597,995.1111006732424,18.51467042429936,10.0,11.064698636098758,999.0,998.8787772835573,9.0,10.336701578403897,999.1,998.8925726508336
510,100000,1,0.001,adam,max,1000,tanh,32,6000000,1.0,0.75,0.99,100,1,False,1111,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 5",320048,319365999,44055,6000001,32005,31816414,6622,605852,0.9997437884317352,0.996000624902359,997.8690665150227,18.747191046343048,994.1076081862207,18.929917200437433,10.0,10.909206612411726,999.0,998.9090793387587,9.0,10.235255617773252,999.1,998.9764744382228
511,100000,1,0.001,adam,max,1000,tanh,32,6000000,1.0,0.75,0.99,100,1,False,4444,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 5",322699,322023999,44075,6000003,32270,32106548,6471,574518,0.9997675852729634,0.9967152153703128,997.9082643578073,18.5931874595211,994.9348621010226,17.80347071583514,10.0,10.84309444982579,999.0,998.9156905550177,9.0,10.185051322827816,999.1,998.9814948677173
512,100000,1,0.001,adam,max,1000,tanh,32,6000000,1.0,0.75,0.99,100,1,False,5423,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 5",322510,321836999,42749,6000002,32252,32060882,6115,601179,0.9997736504294442,0.9959382363884408,997.913239899538,18.604080493628107,994.0742279548557,18.640053330026046,10.0,10.965903691086273,999.0,998.9034096308916,9.0,10.034502923976607,999.1,998.9965497076024
513,100000,1,0.001,adam,max,1000,tanh,32,6000000,1.0,0.75,0.99,100,1,False,6654,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 5",323558,322878999,43577,6000010,32356,32184398,6403,586013,0.9997558397567052,0.9965076029175424,997.9014550714246,18.54384685280537,994.696439609346,18.11141673878106,10.0,10.840379556557686,999.0,998.915962044344,9.0,10.064098858216504,999.1,998.9935901141783
514,100000,1,0.001,adam,max,1000,tanh,32,6000000,1.0,0.75,0.99,100,1,False,9111,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 5",325557,324841999,35342,6000000,32556,32358327,3872,626725,0.9996467592464608,0.9958532989310728,997.8037609389446,18.42995235857316,993.9282159970512,19.250675758692715,10.0,10.892685973218697,999.0,998.9107314026784,9.0,10.112111530641883,999.1,998.9887888469356
515,100000,1,0.001,adam,max,1000,tanh,32,6000000,1.0,0.75,0.99,100,1,False,1122,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 5",321818,321154999,35380,6000004,32182,32024198,3786,578013,0.9998042371775352,0.9968926729227521,997.9398262371899,18.64409075937331,995.0965757255608,17.960754459014357,10.0,10.9120636098441,999.0,998.9087936390157,9.0,10.016876409398414,999.1,998.9983123590604
516,100000,1,0.001,adam,max,1000,tanh,32,6000000,1.0,0.75,0.99,100,1,False,1337,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 5",325887,325206999,43572,6000007,32589,32408051,6337,599487,0.9997545161359612,0.996287090736138,997.9133840871224,18.411311282745245,994.4475436496978,18.395378808800515,10.0,10.789031933256616,999.0,998.9210968066742,9.0,9.977490111470694,999.1,999.002250988853
518,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1111,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 1",96446,96203999,12051,2000006,9645,9530276,1646,287235,0.9995645231528524,0.9910834629341628,997.4908135122245,20.737054932293717,988.1053395541733,29.78071539657854,10.0,11.951240499067831,999.0,998.7331708016636,9.0,11.516129032258064,999.1,998.8483870967744
519,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,4444,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 1",96333,96086994,12038,2000060,9634,9520447,1605,285521,0.9995224896971959,0.9911770811708532,997.4462956619227,20.761940352734786,988.2133070375752,29.636807141374298,10.0,11.966256640980232,999.0,998.731579955009,9.0,12.616267942583733,999.1,997.7814354066986
520,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,5423,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 1",96278,96033999,12103,2000005,9628,9524743,1591,272569,0.9995429900911944,0.9921063564603241,997.4656619373063,20.77322960593282,989.2753427503116,28.310033236393853,10.0,12.083665627492206,999.0,998.791633437251,9.0,11.884271563179512,999.1,998.5699685914473
521,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,6654,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 1",95173,94915998,10659,2000019,9518,9390472,1882,305274,0.9994010906454559,0.9898087833578484,997.2996332993602,21.014562953778906,986.601386845976,32.07333473418785,10.0,12.130522331934301,999.0,998.7141657973268,9.0,11.9822944457919,999.1,998.5592287169536
522,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,9111,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 1",98723,98481999,13796,2000004,9873,9779598,2282,264016,0.9995846965752662,0.9932138154562952,997.5588160813588,20.258744162961012,990.5396536007293,26.74121341031095,10.0,11.905811766386517,999.0,998.761800909502,9.0,11.78862175672459,999.1,998.1070221375862
523,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1122,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 1",94569,94285999,10707,2000004,9457,9338643,1910,293564,0.9991223339572164,0.9905889817066724,997.0074654485084,21.148621641341244,987.4847203129956,31.04197948609497,10.0,12.091799472805974,999.0,998.7182704166768,9.0,11.951402321083169,999.1,998.563080270793
524,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1337,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 1",94442,94190999,13610,2000006,9445,9313070,2416,289299,0.9994599860231675,0.9890947591318158,997.3422735647276,21.17708223036361,986.0317628374803,30.629857067231328,10.0,12.06718470968676,999.0,998.6484868960856,9.0,11.666103739445115,999.1,998.3508805790108
525,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1111,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 2",97498,97258999,12671,2000006,9750,9662475,1767,255243,0.9995999917947036,0.9936410256410256,997.5486574083573,20.51330283698127,991.0230769230768,26.17876923076923,10.0,11.803451287741089,999.0,998.819654871226,9.0,11.944300212414445,999.1,998.5695539296672
526,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,4444,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 2",96328,96091999,12272,2000003,9633,9541433,1857,245670,0.9996262768873018,0.9930447420325964,997.5500269911136,20.762426293497214,990.494446174608,25.502958579881657,10.0,12.07593285835044,999.0,998.6958000241516,9.0,11.245592851968125,999.1,998.6339531514128
527,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,5423,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 2",97024,96786999,10657,2000003,9703,9606205,1554,257949,0.9996186510554088,0.9926826754611976,997.5572951022427,20.61348738456464,990.0242193136144,26.58445841492322,10.0,11.948979591836734,999.0,998.8051020408162,9.0,11.502388915432393,999.1,998.8497611084566
528,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,6654,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 2",98580,98324998,13641,2000013,9859,9772856,2138,241433,0.9994420775005072,0.9937113297494676,997.4132481233515,20.28822276323798,991.2623998377118,24.48858910640025,10.0,11.765064351427025,999.0,998.7999647067128,9.0,11.249294449670742,999.1,998.6398871119471
529,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,9111,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 2",97798,97557995,14044,2000046,9780,9684049,2334,259501,0.9995909936808524,0.9928425357873212,997.5459109593244,20.45078631464856,990.1890593047036,26.533844580777092,10.0,11.832599744427087,999.0,998.7457475507596,9.0,11.138192143871274,999.1,998.8861807856127
530,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1122,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 2",96710,96452999,13949,2000006,9672,9564371,2394,266290,0.999410609037328,0.9916253101736971,997.3425602316204,20.68044669630855,988.8721050454924,27.53205128205128,10.0,11.84450656180414,999.0,998.7444828729806,9.0,11.729576130712767,999.1,998.5902439024388
531,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1337,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 2",97866,97611999,13555,2000007,9787,9689115,2204,248849,0.9994482251241492,0.9925411259834476,997.4046042547974,20.43617803935994,989.9984673546544,25.426484111576578,10.0,11.829934226091893,999.0,998.793346898216,9.0,11.339720842204873,999.1,998.8660279157796
532,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1111,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 3",102270,102021997,10785,2000028,10228,10156809,1613,211903,0.9995306541507774,0.9951114587407116,997.5750171115674,19.556350836022293,993.0395971842005,20.71793116933907,10.0,11.317820684035402,999.0,998.8229475542676,9.0,10.518216791129213,999.1,998.9481783208873
533,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,4444,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 3",102177,101940999,11950,2000002,10218,10130588,1367,234111,0.9996476702193252,0.9937365433548639,997.6902727619721,19.573896278027345,991.4452926208653,22.911626541397535,10.0,11.253814989871707,999.0,998.8746185010132,9.0,10.358010801080107,999.1,998.9641989198919
534,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,5423,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 3",99512,99283999,13090,2000005,9952,9863751,1930,242490,0.9997186268992684,0.9935691318327974,997.7088089878607,20.098128868880135,991.1325361736334,24.365956591639872,10.0,11.518175535590878,999.0,998.8481824464408,9.0,10.59649930907416,999.1,998.9403500690926
535,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,6654,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 3",101609,101367999,10594,2000005,10161,10065618,1709,243816,0.9995964924366936,0.9930124987698059,997.6281530179416,19.683344979283326,990.6129317980512,23.995276055506352,10.0,11.429707859004251,999.0,998.8341699812556,9.0,10.320457142857142,999.1,998.9679542857144
536,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,9111,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 3",100599,100338999,12894,2000003,10060,9964993,2050,240070,0.9994035726001252,0.9929423459244532,997.4154713267528,19.880943150528335,990.5559642147116,23.863817097415506,10.0,11.3081463723539,999.0,998.8691853627646,9.0,10.775667118950699,999.1,998.9224332881047
537,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1122,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 3",102473,102216999,13062,2000000,10248,10137686,2101,253133,0.9994535145843296,0.9917056986729118,997.5017711982667,19.51733627394533,989.2355581576892,24.70072209211553,10.0,11.133015675097964,999.0,998.8866984324903,9.0,10.314336598397153,999.1,998.96856634016
538,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1337,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 3",100068,99829999,12956,2000000,10007,9900524,1981,244760,0.9996202582244074,0.9918057359848106,997.6216073070312,19.98640924171564,989.3598481063257,24.45887878485061,10.0,11.543865724707947,999.0,998.8225262039985,9.0,10.800784856879039,999.1,998.919921514312
539,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1111,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 4",104130,103882999,13796,2000000,10414,10333306,2121,216935,0.9995486411216749,0.9943345496447092,997.627955440315,19.20676077979449,992.2513923564431,20.831092759746497,10.0,11.108462375863676,999.0,998.8891537624137,9.0,10.283588718632023,999.1,998.9716411281372
540,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,4444,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 4",104467,104220999,12329,2000005,10447,10341226,1452,247736,0.9995596695607224,0.992246577964966,997.64517981755,19.144849569720574,989.875179477362,23.713601991002196,10.0,11.064616065501218,999.0,998.8935383934496,9.0,10.878097345132744,999.1,998.9121902654866
541,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,5423,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 4",102599,102365999,12422,2000008,10260,10168796,1498,242035,0.9996783594382012,0.9934697855750488,997.7290129533426,19.493445355217887,991.1107212475633,23.590155945419106,10.0,11.109313899751156,999.0,998.8668503377176,9.0,10.367029548989114,999.1,998.9632970451013
542,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,6654,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 4",103316,103079997,13509,2000028,10332,10263724,1858,212754,0.9996515544542957,0.9954510259388308,997.7157168299201,19.358356885671142,993.3917924893536,20.591753774680605,10.0,11.209294505346694,999.0,998.8790705494654,9.0,10.703047960555805,999.1,998.7055804571941
543,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,9111,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 4",100222,99986999,12360,2000003,10023,9950431,1334,215684,0.9996507752788808,0.9949117030829092,997.6551954660654,19.955728283211275,992.7597525690912,21.518906515015463,10.0,11.460256704102681,999.0,998.8539743295897,9.0,10.55224564619615,999.1,998.9447754353804
544,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1122,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 4",102849,102610999,13953,2000003,10285,10188043,2233,239564,0.9996305263055548,0.9929022848808944,997.6859181907457,19.44601308714717,990.5729703451628,23.292561983471074,10.0,11.196497749512954,999.0,998.8803502250487,9.0,10.427899686520377,999.1,998.9572100313479
545,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1337,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 4",103795,103555999,12650,2000002,10380,10305519,1773,224804,0.9996242593573872,0.994990366088632,997.6973746326894,19.26877017197361,992.8245664739884,21.657418111753373,10.0,11.163340031256975,999.0,998.8836659968739,9.0,10.376339285714286,999.1,998.9623660714287
546,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1111,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 5",102526,102285999,13360,2000003,10253,10161807,1878,221927,0.9996098550611552,0.9932702623622356,997.659120613308,19.507276203109452,991.1057251536135,21.64507948893007,10.0,11.293145115753813,999.0,998.8706854884247,9.0,10.121273712737128,999.1,998.987872628726
547,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,4444,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 5",102503,102263998,13186,2000012,10251,10161162,1956,228378,0.9996195233310244,0.9934640522875816,997.6683414143976,19.511741119772104,991.2361720807726,22.278606965174127,10.0,11.12853327398175,999.0,998.8871466726018,9.0,10.262349799732977,999.1,998.9737650200266
548,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,5423,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 5",104099,103827999,13395,2000007,10410,10301278,2041,237220,0.9993179569448314,0.9918347742555236,997.3966992958626,19.21254767096706,989.5560038424593,22.78770413064361,10.0,10.92019568873261,999.0,998.9079804311267,9.0,10.461672854335008,999.1,998.9538327145664
549,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,6654,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 5",105441,105203999,13235,2000008,10545,10482039,1697,189602,0.9996490928576172,0.995827406353722,997.752288009408,18.968029514135868,994.0293029871978,17.980275011853962,10.0,10.949981385366707,999.0,998.9050018614633,9.0,9.976138353765325,999.1,999.0023861646235
550,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,9111,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 5",105901,105658999,13344,2000007,10591,10498628,1943,223711,0.9996034031784402,0.9933906146728354,997.7148374425168,18.885629030887337,991.2782551222735,21.122745727504483,10.0,10.939966745427496,999.0,998.9060033254573,9.0,10.250437445319335,999.1,998.974956255468
551,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1122,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 5",103553,103306999,13254,2000003,10356,10267208,1876,227920,0.9995557830289804,0.9936268829663965,997.6243952372217,19.313810319353376,991.4260332174583,22.008497489378144,10.0,11.088282254845431,999.0,998.8911717745152,9.0,10.08734205275992,999.1,998.991265794724
552,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1337,"[-10, 1000, -0.1]",180,"zombie , duel_v2,nactions: 5",103910,103657993,13441,2000067,10392,10295021,2009,229788,0.9994995669329227,0.9928791377983064,997.5747570012512,19.248070445577905,990.6679176289454,22.11200923787529,10.0,10.984731985940249,999.0,998.9015268014059,9.0,10.159235668789806,999.1,998.984076433121
553,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1111,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 1",96347,96092999,12992,2000004,9635,9508537,2059,304627,0.9994395258804114,0.9900363258951741,997.3636854287108,20.75834224210405,986.8746237675143,31.61670991177997,10.0,11.975020357331035,999.0,998.7306485606167,9.0,12.204980842911878,999.1,998.5400383141762
554,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,4444,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 1",96517,96272998,13494,2000011,9652,9527967,2377,300323,0.9995441217609332,0.9902610857853296,997.4719272252556,20.7218521089549,987.1495026937422,31.11510567757977,10.0,11.921771059345273,999.0,998.6647647886316,9.0,12.644576877234805,999.1,998.2587842669844
555,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,5423,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 1",95853,95605999,13431,2000006,9586,9477578,2097,274217,0.999509665842488,0.991550177341957,997.4231270800079,20.86534589423388,988.6895472564156,28.605987899019407,10.0,11.984851390220518,999.0,998.7056375838928,9.0,11.966690630242033,999.1,998.5636951833212
556,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,6654,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 1",96131,95893999,13391,2000002,9614,9509358,2303,296416,0.9996151085497914,0.9921988766382359,997.534603821868,20.804964059460527,989.1156646557105,30.831703765342212,10.0,11.98657557233609,999.0,998.8013424427664,9.0,12.45339084591421,999.1,998.0357536544452
557,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,9111,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 1",93162,92916999,13388,2000009,9317,9215395,2207,296047,0.9995169704385908,0.992272190619298,997.3701616538933,21.46807711298598,989.0946656649137,31.77492755178705,10.0,12.316279528043944,999.0,998.694474961204,9.0,12.163752770253632,999.1,998.7836247229744
558,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1122,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 1",95933,95693999,13353,2000001,9594,9496717,2115,262827,0.9995934662733366,0.9925995413800291,997.5086675075313,20.84789384257764,989.86001667709,27.39493433395873,10.0,12.0455301004553,999.0,998.7472669894728,9.0,11.839595375722544,999.1,998.8160404624276
559,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1337,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 1",93452,93180993,13367,2000062,9346,9220451,2372,295486,0.9992402516800069,0.9897282259790284,997.100040662586,21.402024568762574,986.5665525358444,31.61630644125829,10.0,12.29998524057857,999.0,998.6962043687888,9.0,12.58411214953271,999.1,998.4956468273488
560,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1111,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 2",100623,100386999,13555,2000005,10063,9974640,2082,253596,0.9996422289138666,0.9937394415184342,997.6546018305954,19.876221142283573,991.2193182947432,25.200834741130876,10.0,11.565830866025165,999.0,998.8202858993336,9.0,11.049722479185936,999.1,998.6637604070303
561,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,4444,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 2",98008,97754999,13473,2000001,9801,9709201,2082,247987,0.9994592278181372,0.9931639628609326,997.4185678720104,20.40650763203004,990.6337108458321,25.30221405978982,10.0,11.730919925861626,999.0,998.8034464960233,9.0,11.15411681914145,999.1,998.6500117288292
562,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,5423,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 2",99226,98980999,12900,2000001,9923,9820198,1783,258018,0.9995464898312942,0.9922402499244181,997.5308790034868,20.15601757603854,989.640028217273,26.00201551950015,10.0,11.73204439334569,999.0,998.7564044205636,9.0,11.275862068965518,999.1,998.8724137931032
563,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,6654,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 2",97994,97750999,12847,2000006,9800,9705104,1924,258960,0.9995611976243444,0.9929591836734694,997.5202461375186,20.4094740494316,990.3167346938776,26.42448979591837,10.0,11.754037471496744,999.0,998.8245962528504,9.0,11.500352526439485,999.1,998.849964747356
564,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,9111,"[-10, 1000, -0.1]",180,"zombie , DQN,nactions: 2",95186,94939999,12876,2000004,9519,9435043,1743,239562,0.9995167356544028,0.9936968168925308,997.4155758199736,21.01153530981447,991.18006093077,25.166719193192574,10.0,11.934813223535027,999.0,998.7587802840436,9.0,11.659904534606204,999.1,998.5953460620523
